Title,Description,Links,Publication Date

"Доверие потребителей к экономике Германии выросло до минус 30,5 пункта - хуже прогноза","
МОСКВА, 24 фев - РИА Новости/Прайм. Индекс доверия потребителей к экономике Германии по состоянию на март вырос до минус 30,5 пункта со значения в минус 33,8 пункта месяцем ранее, сообщает исследовательская компания GfK.
Аналитики, опрошенные порталом DailyFХ, ждали показателя на уровне минус 30,4 пункта. Показатель за февраль оценивается теперь в минус 33,8 вместо минус 33,9 пункта.
Индекс ожидания роста заработных плат на февраль также увеличился - до минус 27,3 пункта с минус 32,2 пункта месяцем ранее, а ""готовность потребителей покупать"" увеличилась на 1,4 пункта, до минус 17,3 пункта.
Компания также сообщила, что индекс текущих экономических ожиданий в стране в феврале увеличился сразу до 6 пункта с минус 0,6 пункта месяцем ранее.
""Несмотря на продолжающиеся кризисы, такие как ситуация на Украине, ослабление мировой экономики и высокие темпы инфляции, потребительские настроения вновь заметно улучшились... Потребительский пессимизм, достигший пика прошлой осенью, угасает"", - прокомментировал эксперт по потребительским настроениям GfK Рольф Бюркль (Rolf Burkl).
",https://www.finam.ru/publications/item/doverie-potrebiteley-k-ekonomike-germanii-vyroslo-do-minus-305-punkta---khuzhe-prognoza-20230224-1149/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Fri, 24 Feb 2023 11:49:27 +0300"

"Эмиратская ADNOC Gas установила цены на акции, размещенные на бирже Абу-Даби - агентство","

ДОХА, 23 фев - РИА Новости. Газовое подразделение государственной компании столичного эмирата ОАЭ Абу-Даби ADNOC Gas в четверг объявило диапазон цен, по которым собирается продать четыре процента своих акций в ходе их первичного размещения (IPO) на бирже Абу-Даби, сообщило государственное Эмиратское информационное агентство WAM.
В этом месяце компания сообщила, что планирует продать чуть более трех миллионов акций в рамках первичного публичного предложения (IPO) на фондовой бирже Абу-Даби (ADX).
""Компания установила диапазон цен от 0,61 доллара (2,25 дирхама) до 0,66 доллара (2,43 дирхама) за акцию"", - отмечается в сообщении WAM.
По информации агентства, если все акции будут проданы, стоимость IPO составит примерно от 1,9 до 2 миллиардов долларов (от 6,9 до 7,5 миллиарда дирхамов), а окончательная цена предложения, как ожидается, будет объявлена 3 марта. Акции, размещенные на бирже Абу-Даби в четверг, будут размещаться там до 2 марта.
IPO позволяет компании привлечь акционерный капитал от публичных инвесторов. Как сообщало агентство Bloomberg, торги акциями запланированы на 10 дней позже.
В январе источники сообщали Рейтеру, что ADNOC оценила свой газовый бизнес в 50 миллиардов долларов.
Всего за последние два года, добавляет агентство, ADNOC вывела на биржу нефтехимическую компанию Borouge (совместное производство с Borealis), производителя удобрений и продуктов из чистого аммиака Fertiglobe, а также подразделение ADNOC Drilling. Компания в будущем планирует вывести на биржу свои подразделения логистики и ремонта.
Богатые энергоносителями страны Персидского залива с помощью IPO нефтегазовых компаний хотят финансировать диверсификацию экономики и привлечь на свои фондовые рынки больше международных инвесторов. Высокие цены на нефть и газ помогли региону, особенно ОАЭ и Саудовской Аравии, справиться с глобальным спадом в отношении IPO в прошлом году, и в ближайшие месяцы ожидаются новые листинги.
В свою очередь Оман планирует привлечь до 244 миллионов долларов от IPO государственного нефтедобывающего подразделения Abraj Energy. Размещение акций началось в понедельник, 20 февраля.

",https://www.finam.ru/publications/item/emiratskaya-adnoc-gas-ustanovila-tseny-na-aktsii-razmeshchennye-na-birzhe-abu-dabi---agentstvo-20230223-2111/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Thu, 23 Feb 2023 21:11:52 +0300"

Еврокомиссия запретила TikTok на корпоративных устройствах,"
Европейская комиссия запретила TikTok на корпоративных устройствах из-за опасений по поводу кибербезопасности, передает CNN.
Как отмечается, сотрудники ЕК должны до 15 марта удалить видеоприложение, принадлежащее китайской ByteDance, с рабочих устройств и любых личных устройств, которые используют приложения и услуги комиссии. В ЕК работают около 32 тысяч человек.
«Эта мера направлена на защиту комиссии от угроз кибербезопасности и действий, которые могут быть использованы для кибератак на корпоративную среду», — говорится в заявлении комиссии в четверг. Представитель ЕК заявила журналистам, что запрет был «временным» и «находится на постоянном рассмотрении и возможной переоценке».
Эта мера усиливает давление на TikTok, который уже запрещен к использованию на устройствах федерального правительства США и на официальных устройствах в некоторых штатах США из-за опасений, что пользовательские данные приложения могут попасть в руки властей Китая, отмечается в материале. Компания выступила против нового запрета, назвав его «ошибочным и основанным на фундаментальных заблуждениях».
*Сообщение носит информационный характер, не является индивидуальной инвестиционной рекомендацией или предложением приобрести упомянутые ценные бумаги. Приобретение иностранных ценных бумаг связано с дополнительными рисками.
",https://www.finam.ru/publications/item/evrokomissiya-zapretila-tiktok-na-korporativnykh-ustroystvakh-20230223-2009/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Thu, 23 Feb 2023 20:09:04 +0300"

"Добыча нефти в США на неделе по 17 февраля осталась на уровне 12,3 млн баррелей в день","

МОСКВА, 23 фев - РИА Новости/Прайм. Добыча нефти в США за неделю, завершившуюся 17 февраля, осталась на уровне предшествовавшей недели в 12,3 миллиона баррелей в день, говорится в еженедельном обзоре управления энергетической информации минэнерго страны.
А в среднем за последние четыре недели добыча нефти в США составила 12,275 миллиона баррелей в сутки.
Точные данные о добыче управление сообщает в ежемесячном отчете с разницей в два месяца. По окончательным данным, добыча нефти в США в ноябре составила 12,375 миллиона баррелей в сутки. Согласно же предварительным данным, добыча в декабре составила 12,3 миллиона баррелей в день, в январе - 12,37 миллиона, а за весь прошлый год добыча в среднем составила 11,9 миллиона баррелей в сутки.
Минэнерго США 7 февраля повысило прогноз средней добычи нефти в стране по итогам текущего года на 80 тысяч баррелей в день, до 12,49 миллиона, но при этом понизило прогноз на следующий год на 160 тысяч баррелей в сутки - до 12,65 миллиона баррелей в день.

",https://www.finam.ru/publications/item/dobycha-nefti-v-ssha-na-nedele-po-17-fevralya-ostalas-na-urovne-123-mln-barreley-v-den-20230223-1919/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Thu, 23 Feb 2023 19:19:17 +0300"

"Запасы нефти в США за неделю выросли больше прогноза - на 7,6 млн баррелей, до 479 млн","

МОСКВА, 23 фев - РИА Новости/Прайм. Коммерческие запасы нефти в США (исключая стратегический резерв) за неделю, завершившуюся 17 февраля, выросли на 7,6 миллиона баррелей, или на 1,6%, - до 479 миллионов баррелей, следует из еженедельного обзора управления энергетической информации минэнерго страны.
Показатель вырос сильнее прогноза - аналитики, опрошенные порталом DailyFX, ожидали роста запасов на 2,1 миллиона баррелей.

",https://www.finam.ru/publications/item/zapasy-nefti-v-ssha-za-nedelyu-vyrosli-bolshe-prognoza---na-76-mln-barreley-do-479-mln-20230223-1917/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Thu, 23 Feb 2023 19:17:56 +0300"

США предложили экс-главу Mastercard Аджая Бангу на должность главы Всемирного банка,"
США предложили экс-главу Mastercard Аджая Бангу на должность главы Всемирного банка. Об этом объявил президент Джо Байден, сообщается на сайте Белого дома.
Аджай Банга сейчас является вице-председателем компании General Atlantic. Ранее он был президентом и генеральным директором Mastercard.
«Аджай обладает уникальными возможностями для того, чтобы возглавить Всемирный банк в этот критический момент истории… У него также есть критический опыт мобилизации государственных и частных ресурсов для решения самых неотложных проблем нашего времени, включая изменение климата. Аджай имеет уникальный взгляд на возможности и проблемы, стоящие перед развивающимися странами, и на то, как Всемирный банк может выполнить свою амбициозную программу по сокращению бедности и увеличению благосостояния», - заявил Байден.
Дэвид Малпасс, возглавляющий сейчас ВБ, сообщал, что намерен уйти в отставку до конца текущего фингода.
*Сообщение носит информационный характер, не является индивидуальной инвестиционной рекомендацией или предложением приобрести упомянутые ценные бумаги. Приобретение иностранных ценных бумаг связано с дополнительными рисками.
",https://www.finam.ru/publications/item/ssha-predlozhili-eks-glavu-mastercard-adzhaya-bangu-na-dolzhnost-glavy-vsemirnogo-banka-20230223-1846/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Thu, 23 Feb 2023 18:46:46 +0300"

"Число заявок на пособие по безработице в США неожиданно снизилось за неделю, до 192 тысяч","
МОСКВА, 23 фев - РИА Новости/Прайм. Число первичных заявок на пособие по безработице в США за неделю, завершившуюся 18 февраля, снизилось на 3 тысячи с пересмотренного показателя предыдущей недели, до 192 тысяч, сообщило министерство труда страны.
Аналитики, опрошенные порталом DailyFХ, напротив, ожидали роста показателя до 200 тысяч. Показатель предыдущей недели был пересмотрен до 195 тысяч с 194 тысяч.
Среднее число первичных заявок за прошедшие четыре недели увеличилось на 1,5 тысячи, до 191,25 тысячи, с уровня предшествовавшей недели в 189,75 тысячи.
Общее количество получающих пособие по безработице в США за неделю, завершившуюся 11 февраля, снизилось на 37 тысяч с пересмотренного показателя предшествовавшей недели - до 1,654 миллиона человек.
Данные о количестве первичных заявок на пособие по безработице (Initial Jobless Claims) публикуются еженедельно министерством труда США. Показатель отражает количество людей, впервые обратившихся за пособием в течение отчетной недели.
",https://www.finam.ru/publications/item/chislo-zayavok-na-posobie-po-bezrabotitse-v-ssha-neozhidanno-snizilos-za-nedelyu-do-192-tysyach-20230223-1757/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Thu, 23 Feb 2023 17:51:40 +0300"

"Минторг США понизил оценку роста ВВП страны в 4 квартале до 2,7% в пересчете на год","
МОСКВА, 23 фев - РИА Новости/Прайм. ВВП США, согласно второй оценке, вырос на 2,7% в пересчете на год (если бы ВВП четыре квартала подряд рос такими же темпами) в четвёртом квартале прошлого года, говорится в пресс-релизе бюро экономического анализа министерства торговли США.
Предварительная оценка составляла 2,9%.
Реальные темпы роста потребительских расходов в США за отчетный период, по второй оценке, составили 1,4% после 2,3% в третьем квартале. Первая оценка предполагала рост на 2,1% в четвертом квартале.
В третьем квартале ВВП США вырос на 3,2% в пересчете на год и на 1,9% по отношению к аналогичному периоду предшествовавшего года. При этом во втором квартале было зафиксировано снижение ВВП на 0,6% в пересчете на год и рост на 1,8% в годовом выражении, в первом - снижение на 1,6% и рост на 3,7% соответственно.
Данные о ВВП США ежемесячно публикуются Бюро экономического анализа как в номинальных, так и в реальных (с учетом инфляции) ценах. Доклад о квартальном ВВП впервые публикуется в конце следующего за каждым кварталом месяца, после чего первоначальная оценка дважды пересматривается.
",https://www.finam.ru/publications/item/mintorg-ssha-ponizil-otsenku-rosta-vvp-strany-v-4-kvartale-do-27-v-pereschete-na-god-20230223-1753/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Thu, 23 Feb 2023 17:50:29 +0300"

"Стоимость ингредиентов пиццы ""Маргарита"" продолжает расти","Стоимость приготовления классической итальянской пиццы ""Маргарита"" в январе продолжала расти по мере роста цен на моцареллу и оливковое масло и сохранения высоких цен на электроэнергию, передает Bloomberg.
Сбор ингредиентов и использование энергии для приготовления этого блюда Неаполя в январе выросли на 25% по сравнению с прошлым годом. Рост цен замедлился второй месяц и сравнялся с ноябрьским пиком более чем на 30%.
Индекс цен на пиццу продолжает значительно опережать общий уровень инфляции, который - за счет энергоносителей и продуктов питания - в прошлом месяце снизился до 10,7%. Индекс Bloomberg подсчитывает данные о муке, помидорах, сыре моцарелла, оливковом масле и потреблении электроэнергии, необходимой для приготовления пиццы в домашней электрической печи.
Стоимость покупки готовой пиццы за год выросла всего на 9,6%, что делает поход в магазин более удобным вариантом, чем приготовление собственного варианта.
",https://www.finam.ru/publications/item/stoimost-ingredientov-pitstsy-margarita-prodolzhaet-rasti-20230223-1742/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Thu, 23 Feb 2023 17:42:23 +0300"

Рубен Варданян освобожден от должности премьера Нагорного Карабаха,"
Бизнесмен Рубен Варданян освобожден от должности Государственного министра непризнанной Нагорно-Карабахской республики, передает ""Коммерсант"". На его место назначен генеральный прокурор НКР Гурген Нерсисян.
Отставка Варданяна была одним из ключевых требований Азербайджана для разблокировки Лачинского коридора — единственной дороги, которая связывает Карабах с Арменией.
",https://www.finam.ru/publications/item/ruben-vardanyan-osvobozhden-ot-dolzhnosti-premera-nagornogo-karabakha-20230223-1735/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Thu, 23 Feb 2023 17:35:14 +0300"

"Alibaba за 3 квартал фингода увеличила чистую прибыль в 2,4 раза","
Чистая прибыль Alibaba за квартал, завершившийся 31 декабря 2022 года (3 квартал текущего финансового года), выросла на 138%, до 45 746 млн юаней (6 633 млн долларов США), говорится в сообщении компании.
Чистая прибыль, приходящаяся на владельцев обыкновенных акций, составила 46 815 млн юаней (6 788 млн долларов). Выручка составила 247 756 млн юаней (35 921 млн долларов), увеличившись на 2% по сравнению с прошлым годом. Скорректированный показатель EBITDA вырос на 15%, до 59 162 млн юаней (8 578 млн долларов).
В течение квартала, закончившегося 31 декабря 2022 г., компания выкупила 45,4 млн ADS примерно на 3,3 млрд долларов в рамках программы выкупа акций.
*Сообщение носит информационный характер, не является индивидуальной инвестиционной рекомендацией или предложением приобрести упомянутые ценные бумаги. Приобретение иностранных ценных бумаг связано с дополнительными рисками.
",https://www.finam.ru/publications/item/alibaba-za-3-kvartal-fingoda-uvelichila-chistuyu-pribyl-v-24-raza-20230223-1618/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Thu, 23 Feb 2023 16:18:45 +0300"

«КазТрансОйл» начинает отправку казахстанской нефти в Германию,"
«КазТрансОйл» начал прием казахстанской нефти для транспортировки в Германию, говорится в сообщении компании.
«В соответствии с графиком поставок нефти, утвержденным министерством энергетики Казахстана, «КазТрансОйл» транспортирует в феврале 20 тыс. тонн казахстанской нефти по нефтепроводу «Дружба» до пункта сдачи нефти «Адамова застава» для дальнейшей поставки в Германию», - отмечается в сообщении.
В декабре 2022 года компания направила заявку на транспортировку в 2023 году 1,2 млн тонн казахстанской нефти по системе «Транснефти» для дальнейшей поставки в Германию. Транзит будет осуществляться в рамках соглашения между правительствами России и Казахстана.
",https://www.finam.ru/publications/item/kaztransoyl-nachinaet-otpravku-kazakhstanskoy-nefti-v-germaniyu-20230223-1443/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Thu, 23 Feb 2023 14:43:22 +0300"

"ЦБ Турции решил снизить ставку на 0,5 процентного пункта, до 8,5%","
Комитет по денежно-кредитной политике ЦБ Турции решил снизить учетную ставку на 0,5 процентного пункта, до 8,5%, говорится в сообщении регулятора.
Относительно произошедшего недавно в стране разрушительного землетрясения Центробанк отмечает, что, как ожидается, бедствие повлияет на экономическую активность в ближайшем будущем. Однако ЦБ предполагает, что оно не окажет постоянного влияния на показатели турецкой экономики в среднесрочной перспективе.
«Несмотря на то, что уровень и базовая тенденция инфляции улучшились, тщательно отслеживается влияние вызванного землетрясением дисбаланса спроса и предложения на инфляцию. Стало еще более важным поддерживать благоприятные финансовые условия для сохранения импульса роста промышленного производства и положительной тенденции в области занятости после землетрясения. Соответственно, комитет решил снизить учетную ставку на 50 базисных пунктов... Последствия землетрясения в первой половине 2023 года будут внимательно отслеживаться», - говорится в сообщении регулятора.
ЦБ выразил намерение использовать все доступные инструменты до тех пор, пока индикаторы не укажут на постоянное снижение инфляции и не будет достигнут среднесрочный целевой показатель в 5%.
Инфляция в Турции за 2022 год, по данным Института статистики страны, составила 64,27%. При этом за декабрь рост цен в месячном выражении замедлился до 1,18%.
",https://www.finam.ru/publications/item/tsb-turtsii-reshil-snizit-stavku-na-05-protsentnogo-punkta-do-85-20230223-1435/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Thu, 23 Feb 2023 14:35:25 +0300"

"Годовая инфляция в еврозоне по итогам января замедлилась до 8,6% с 9,2% по итогам 2022 года","
МОСКВА, 23 фев - РИА Новости/Прайм. Годовая инфляция в еврозоне, по окончательной оценке, по итогам января замедлилась до 8,6% с 9,2% месяцем ранее, следует из данных Евростата.
Предварительная оценка предполагала замедление до 8,5%.
",https://www.finam.ru/publications/item/godovaya-inflyatsiya-v-evrozone-po-itogam-yanvarya-zamedlilas-do-86-s-92-po-itogam-2022-goda-20230223-1316/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Thu, 23 Feb 2023 13:16:15 +0300"

ЕС проверяет рост экспорта в соседние с РФ страны из-за подозрений в обходе санкций - СМИ,"
МОСКВА, 23 фев - РИА Новости. Евросоюз проверяет рост экспорта в соседние с Россией страны из-за подозрений в обходе санкций, заявил газете Financial Times спецпредставитель ЕС по санкциям Дэвид О'Салливан.
О'Салливан заявил, что большой рост экспорта в страны недалеко от России вызывает в ЕС вопросы и подозрения о том, что экспортируемые в эти страны товары затем якобы могут перенаправляться в РФ.
""Мы наблюдаем большой спад в торговых потоках из ЕС в Россию и необычный всплеск с другими третьими странами, особенно с теми, которые вблизи России... Развили ли они внезапно нужду в большом количестве таких материалов и оно все остается там, или какая-то часть утекает в Россию в каком-либо виде"", - сказал газете О'Салливан.
Отмечается, что спецпредставитель не назвал страны, однако издание указывает Армению и Киргизию как одни из государств, которые сильно увеличили экспорт из ЕС. Экспорт также увеличила Турция.
О'Салливан добавил, что ЕС планирует в четверг обсудить с партнерами, в том числе с США и Британией, возможный обход санкций против РФ.
Запад усилил санкционное давление на Россию из-за Украины. Президент РФ Владимир Путин ранее заявлял, что политика сдерживания и ослабления России - это долгосрочная стратегия Запада, а санкции нанесли серьезный удар по всей мировой экономике. По его словам, основная цель Запада заключается в ухудшении жизни миллионов людей. В РФ не раз заявляли, что Россия решит все проблемы, которые ей создает Запад.
",https://www.finam.ru/publications/item/es-proveryaet-rost-eksporta-v-sosednie-s-rf-strany-iz-za-podozreniy-v-obkhode-sanktsiy---smi-20230223-1250/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Thu, 23 Feb 2023 12:50:12 +0300"

Apple добилась прогресса в отслеживании уровня глюкозы в крови без укола,"У Apple в стадии реализации находится амбициозный проект, восходящий к эпохе Стива Джобса: неинвазивный и непрерывный мониторинг уровня глюкозы в крови, передает Bloomberg.
Цель этого секретного проекта, получившего название E5, состоит в том, чтобы измерить количество глюкозы в чьем-либо теле без необходимости прокалывать кожу для получения крови. Компания считает, что в конечном итоге она может вывести на рынок мониторинг уровня глюкозы.
В случае доведения до совершенства такой прорыв станет благом для диабетиков и поможет укрепить позиции Apple в качестве лидера в области здравоохранения.
Добавление системы мониторинга к Apple Watch, сделало бы это устройство незаменимым элементом для миллионов диабетиков по всему миру.

Впереди еще годы работы, но этот шаг может перевернуть многомиллиардную индустрию. Примерно 1 из 10 американцев страдает диабетом, и они обычно полагаются на устройство, которое прокалывает кожу для взятия образца крови. Существуют также пластыри от Dexcom и Abbott Laboratories, которые вставляются в кожу, но их необходимо заменять примерно каждые две недели.
Apple использует другой подход, используя чиповую технологию, известную как кремниевая фотоника, и процесс измерения, называемый спектроскопией оптического поглощения. Система использует лазеры для излучения света определенной длины волны в область под кожей, где есть вещества, вытекающие из капилляров, которые могут поглощаться глюкозой. Затем свет отражается обратно к датчику таким образом, что это указывает на концентрацию глюкозы. Затем алгоритм определяет уровень глюкозы в крови человека.
Это одна из самых секретных инициатив Apple. В ней задействовано даже меньше людей, чем в разработке беспилотных автомобилей или в гарнитуре смешанной реальности.",https://www.finam.ru/publications/item/apple-dobilas-progressa-v-otslezhivanii-urovnya-glyukozy-v-krovi-bez-ukola-20230223-1022/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Thu, 23 Feb 2023 10:22:12 +0300"

JPMorgan запрещает сотрудникам использовать ChatGPT,"JPMorgan Chase ограничивает использование своим персоналом чат-бота OpenAI ChatGPT, подтвердил Axios человек, знакомый с этим вопросом.
ChatGPT вызвал ажиотаж вокруг своего потенциала для бесчисленных приложений, но он также вызывает опасения по поводу его способности подпитывать онлайн- дезинформацию. Программы генеративного ИИ не имеют четкого разграничения между фактом и вымыслом.
Решение JPMorgan ограничить использование чат-бота не было принято в ответ на конкретное событие, а является частью стандартных средств контроля за использованием стороннего программного обеспечения, согласно Telegraph, которая впервые сообщила об этом.",https://www.finam.ru/publications/item/jpmorgan-zapreshchaet-sotrudnikam-ispolzovat-chatgpt-20230223-1012/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Thu, 23 Feb 2023 10:12:19 +0300"

ФРС США считает целесообразным дальнейшее повышение ставки,"
МОСКВА, 22 фев - РИА Новости/Прайм. Участники февральского заседания Федеральной резервной системы (ФРС) США считают целесообразным дальнейшее повышение учетной ставки регулятора на фоне высокого уровня инфляции, следует из протокола февральского заседания регулятора.
""Поскольку инфляция все еще значительно превышает долгосрочный целевой показатель, участники заседания отметили, что риски роста инфляции остаются ключевым фактором, определяющим перспективы монетарной политики, и что продолжение повышения ставки является целесообразным до тех пор, пока инфляция не выйдет на уровень 2%"", - говорится в документе.
Для определения будущих темпов повышения ставки ФРС будет принимать во внимание совокупное ужесточение собственной политики, а также влияние действий центробанка на экономику.
Участники заседания отметили, что неопределенность в отношении окончательного уровня процентной ставки уменьшилась, и в среднем вероятность того, что ставка будет находиться в диапазоне, близком к 5% - значительна.
По итогам февральского заседания ФРС США повысила базовую процентную ставку на 25 базисных пунктов - до уровня 4,5-4,75% годовых.
",https://www.finam.ru/publications/item/frs-ssha-schitaet-tselesoobraznym-dalneyshee-povyshenie-stavki-20230223-0938/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Thu, 23 Feb 2023 09:38:59 +0300"

ФРС видит серьезные риски для США от затягивания решения по потолку госдолга - документ,"
ВАШИНГТОН, 23 фев - РИА Новости. Затягивание процесса согласования роста предельного уровня госдолга США представляет серьезные риски для финансовой системы и американской экономики, говорится в протоколе заседания Федеральной резервной системы (ФРС) США.
""Ряд участников указали на то, что затягивание периода обсуждений по повышению потолка федерального долга может представлять серьезные риски для финансовой системы и обширной экономики"", - говорится в опубликованном документе.
Там также подчеркивается, что в ближайшие месяцы неопределенность, связанная с отсутствием решения по уровню госдолга, может иметь важное значение.
Ранее в феврале бюджетное управление конгресса предупредило, что США могут столкнуться с дефолтом в июле-сентябре 2023 года, если не будут повышены лимиты госдолга.
Администрация США призывает законодателей оперативно и без предварительных условий повысить лимиты заимствований или приостановить их действие, однако республиканская оппозиция, контролирующая палату представителей, требует переговоров на тему сокращения бюджетных трат.
",https://www.finam.ru/publications/item/frs-vidit-sereznye-riski-dlya-ssha-ot-zatyagivaniya-resheniya-po-potolku-gosdolga---dokument-20230223-0937/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Thu, 23 Feb 2023 09:37:04 +0300"

"ВПП ООН перевезла 481 тыс. тонн пшеницы в рамках ""продуктовой сделки""","

РИМ, 22 фев – РИА Новости. Всемирная продовольственная программа за время действия ""продуктовой сделки"" вывезла из украинских портов 481 тысячу тонн пшеницы, сообщает международная организация.
""С момента подписания Черноморской зерновой инициативы ВПП перевезла более 481 тысячи тонн пшеницы из украинских портов. Шестнадцать зафрахтованных ВПП судов совершили плавание в рамках этой инициативы в поддержку операций ВПП в Эфиопии, Йемене, Афганистане и Сомали. Другие суда, зафрахтованные ВПП, участвуют в транспортировке пшеничной муки после того, как она перемолота в Турции"", - говорится в сообщении.
Учитывая решающую роль Украины в обеспечении экспорта как кукурузы, так и пшеницы на мировые рынки, продуктовая сделка оказала столь необходимую помощь мировым рынкам, что нашло отражение в снижении цен, отмечает ВПП.
""Инициатива направлена на улучшение глобального снабжения продовольствием, обеспечение будущих урожаев, успокоение рынков и снижение цен для потребителей во всем мире. Срок действия истекает 18 марта, и крайне важно, чтобы она была продлена для защиты наиболее уязвимых людей"", - сообщает организация.
Зерновая сделка, которую 22 июля 2022 года подписали представители России, Турции, Украины и ООН, предполагает вывоз украинского зерна, продовольствия и удобрений по Черному морю из трех портов, включая Одессу. Сама сделка является составной частью пакетной договоренности, которая в том числе предусматривает разблокировку российского экспорта продовольствия и удобрений - Москва отмечала, что именно это выполнено не было. При этом со стороны ООН были заверения, что ограничения будут сняты.

",https://www.finam.ru/publications/item/vpp-oon-perevezla-481-tys-tonn-pshenitsy-v-ramkakh-produktovoy-sdelki-20230222-2111/?utm_source=rss&utm_medium=world_news&news_to_finamb=world_news,"Wed, 22 Feb 2023 21:11:11 +0300"
